timestamp,palette_size,colors,generation_time,failures,delta_e_thresholds
2025-04-28 10:51:48,2,#60698a|#5ab293,0.00030493736267089844,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#bde58d|#957b18,0.0003352165222167969,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#0e3274|#e9d9e8,9.703636169433594e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#5fc1df|#425a25,7.867813110351562e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#ee0e35|#91b7c8,7.891654968261719e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#110b5f|#90f1ba,8.130073547363281e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#041f6c|#a96c0e,7.915496826171875e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#14789a|#0e3661,7.796287536621094e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#96c70f|#d41a3c,0.00015091896057128906,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#a921ce|#917047,0.0002281665802001953,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#001141|#a0e996,7.987022399902344e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#c2f41d|#008184,7.772445678710938e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#3c069a|#b5d2bc,0.00015401840209960938,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#232f37|#28804a,8.0108642578125e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#699119|#41f652,0.00014972686767578125,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#b120a3|#9e9438,7.796287536621094e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#9771c6|#15ef5d,7.796287536621094e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#00467d|#9ed8ef,7.82012939453125e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#db4d7c|#cef3d0,0.00015807151794433594,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#fe147b|#5cabd3,0.00014901161193847656,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#b98d69|#8a174a,0.00022864341735839844,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#5d3ca8|#ddb59c,7.82012939453125e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#653b5b|#14ce6b,0.00022602081298828125,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#6317e3|#0eb01a,0.0003719329833984375,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#9fc00a|#c15b82,0.0003147125244140625,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#2519b9|#f6e437,9.083747863769531e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#79d2da|#8b09d3,0.00013399124145507812,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#f7d34a|#250125,8.702278137207031e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#b02924|#f47f13,8.487701416015625e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#d41667|#e8ed11,8.20159912109375e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#a7cdb9|#79964e,0.00023674964904785156,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#423074|#4c73c9,0.00015807151794433594,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#f81213|#d89f7c,0.00015425682067871094,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#2b4790|#338d2e,8.20159912109375e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#9cdaad|#411e3c,0.00015783309936523438,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#1fc732|#7133ba,8.0108642578125e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#2dcb6a|#353e61,7.987022399902344e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#6ec404|#229238,0.0002276897430419922,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#05d94b|#007b6c,7.891654968261719e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#2a3bed|#1cd36e,7.700920104980469e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#38610e|#d2da7f,0.0001552104949951172,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#7f1799|#cb4674,7.915496826171875e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#88afca|#b05f3d,0.00015401840209960938,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#d783d3|#7f62b3,0.00015115737915039062,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#d026da|#a1aa16,0.00030493736267089844,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#8f2978|#36aca7,0.0002110004425048828,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#f9aba1|#a17404,9.202957153320312e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#b66d7f|#4744ef,0.0004642009735107422,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#bfeee0|#3c9588,0.0001628398895263672,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#d0d9ce|#896e10,0.0001239776611328125,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#d0baf2|#8d0224,8.296966552734375e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#152b78|#cf6222,0.00015592575073242188,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#b30bf1|#fdd0ab,8.130073547363281e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#70fc2f|#662484,0.0003070831298828125,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#251005|#7f4c5a,0.00015687942504882812,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#c595f4|#e0498c,0.00015401840209960938,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#a17ee3|#0e4eb1,7.700920104980469e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#ea0e5f|#43d02c,8.0108642578125e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#4389c2|#28d7a5,0.00010228157043457031,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#73a479|#750e8c,0.00041484832763671875,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#0f1c34|#83e7ec,0.0002779960632324219,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#9455bc|#0f361a,0.00016117095947265625,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#c7326b|#f0c395,9.179115295410156e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#580bd1|#ff56c8,8.511543273925781e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#ae387b|#480963,0.00015592575073242188,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#086928|#84af34,8.0108642578125e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#709a33|#b5d1fa,0.0002307891845703125,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#bed629|#028319,7.605552673339844e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#3cb6e9|#4b7916,7.772445678710938e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#ac6615|#1edbfa,0.00015497207641601562,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#85833c|#f2c1b1,0.0003647804260253906,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#79375c|#98fab5,0.0003268718719482422,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#dd5a89|#4741f9,8.58306884765625e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#c72e6a|#012b4c,9.179115295410156e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#e8d390|#ea6467,8.034706115722656e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#c164dc|#fc0122,7.987022399902344e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#56de7d|#f05613,0.0002281665802001953,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#f85704|#e9e0f4,8.511543273925781e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#af1b17|#71c7c1,7.605552673339844e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#14f863|#8c922c,7.796287536621094e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#252f70|#c27ee4,7.486343383789062e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#255251|#c2effa,0.00022292137145996094,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#37f9d2|#b38412,0.00022292137145996094,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#a40608|#56626f,0.00015401840209960938,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#2022f9|#d0424e,0.00029730796813964844,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#80a78f|#bc00ad,9.703636169433594e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#6d0adc|#d5efce,7.677078247070312e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#3ba592|#7106dd,7.82012939453125e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#13b0af|#100658,7.510185241699219e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#1c3a18|#498564,0.0001499652862548828,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#750a6a|#f3ebf2,0.000225067138671875,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#6dd1ce|#8368d9,0.00022482872009277344,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#74b1c5|#087132,0.0003719329833984375,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#7b37e5|#0eba4b,0.00030684471130371094,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#4231b7|#38f87a,7.486343383789062e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#041fbd|#cfb46a,0.00015115737915039062,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#53bb96|#c71526,0.0002129077911376953,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#976ef2|#b5e261,0.00010204315185546875,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#140701|#9ffb23,0.00015425682067871094,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
2025-04-28 10:51:48,2,#f9809b|#31633a,8.082389831542969e-05,0,normal:10.0|protanopia:15.0|deuteranopia:15.0|tritanopia:15.0|grey scale:15.0
